id;Factor_1;Factor_2;Factor_3;Factor_4;Factor_5;Factor_6;Factor_7;Factor_8;Factor_9;Factor_10;Factor_11;Factor_12
1808;0;0;0;0;1836050;0;0;0;1,384615;5;0;0
1809;0;0;0;0;169000;0;0;1;1;0;0;0
1810;0;0;0;0,6;1609700;0;0;0;1,153846;2;0;0
1811;1;1;0,080594;0,5;170000;1;1;1;1;0;0;0
1812;0;0;0;0,25;3225270;0;0;0;2,5;9;0;0
1813;0;1;0,001261;0,130435;930500;0;-23;1;4;15;0;0
1814;0;0;0;0;41003;0;0;1;2,2;6;0;0
1815;0;0;0;0;10490;0;0;0;2;10;0;0
1816;1;0;0;0;191880;0;0;1;2,857143;13;0;0
1817;0;0;0;-1;30000;0;0;1;3,2;11;0;0
1818;0;0;0;-1;127551;0;0;1;1;0;0;0
1819;0;0;0;0;394000;0;0;1;0,95;-1;0;0
1820;1;5;0;0,75;12276;0;1;0;1;0;0;0
1821;0;0;-1;0;0;0;0;0;0,846154;-2;0;0
1822;0;0;0;0;114000;0;0;1;1,384615;5;0;0
1823;0;1;0,089884;0,5;61190;0;1;0;1;0;0;0
1824;0;0;0,00986;0,642857;275767;0;0;1;4;15;0;0
1825;0;0;0,000141;0;226990;0;0;0;1;0;0;0
1826;0;0;1,0365;1;2000;0;0;0;1,4;4;0;0
1827;0;0;0,136142;0,055556;108350;0;0;1;0,923077;-1;0;0
1828;0;0;0;0;42497;0;0;0;1,538462;7;0;0
1829;0;0;0;0;134000;0;0;0;1,428571;6;0;0
1830;0;0;0;1,666667;197500;1;0;1;1,1;1;1;0
1831;1;0;0;0,4;174310;0;0;0;1,6;3;0;0
1832;0;1;0,14531;0,083333;78439;1;0;1;1;0;0;0
1833;0;0;0;0;57625;0;0;1;0,866667;-2;0;0
1834;0;0;0;0;5000;0;0;1;1,6;3;0;0
1835;0;4;0;0,571429;171900;0;1;0;0,6;-4;0;0
1836;0;0;0;0;27960;0;0;0;2;5;0;0
1837;0;0;0;0;374064;0;0;0;1,538462;7;0;0
1838;0;0;0;0;91135;0;0;1;1,538462;7;0;0
1839;0;0;10,740844;0;943828;0;0;1;3;10;0;0
1840;0;0;0;0,125;215361;0;0;1;1,153846;2;0;0
1841;0;0;0;0;117000;0;0;1;1,307692;4;0;0
1842;0;-1;0;0,125;278563;-1;0;1;1;0;0;0
1843;0;1;0,017018;0,0625;563800;0;0;0;1;0;0;0
1844;0;0;0;0;8000;0;0;0;1;0;0;0
1845;0;0;0;0;1485280;0;0;0;0,769231;-3;0;0
1846;0;0;-1;0;0;0;1;0;2,6;8;0;0
1847;0;0;0,005135;0,076923;1630285;1;0;1;1;0;0;0
1848;1;0;0;0;110152;0;0;0;1;0;0;0
1849;0;0;0;0;51274;0;0;1;2;10;0;0
1850;0;0;-1;0;0;0;1;0;0,923077;-1;0;0
1851;0;0;0;0;32000;0;0;1;1,125;2;0;0
1852;0;0;0;0,4;22500;0;0;1;4;15;0;0
1853;0;0;0;0;880234;0;0;1;1;0;0;0
1854;0;0;0;0;29990;0;0;0;1,25;4;0;0
1855;0;0;0;-1;218000;0;0;0;1;0;0;0
1856;0;0;0;0;369970;0;0;0;1,230769;3;0;0
1857;0;0;0;0;621341;0;0;1;2;7;0;0
1858;0;0;0;0,1;122000;0;0;0;2,285714;9;0;0
1859;1;0;0,000003;1,5;373000;0;0;1;1,333333;2;0;0
1860;0;0;0,7504;1;5000;0;0;1;1;0;0;0
1861;0;0;0;0;581358;0;0;0;1;0;0;0
1862;0;0;0;0;195000;0;0;1;1,4;4;0;0
1863;0;0;0;0;22660;0;0;0;1,857143;6;0;0
1864;0;0;0,008418;0,076923;483000;0;0;0;3,2;11;0;0
1865;0;0;0;0,058824;27000;0;0;1;1;0;0;0
1866;0;0;0;0;9000;0;0;0;1,538462;7;0;0
1867;0;2;0,144777;0,3;110722;0;0;1;1;0;0;0
1868;1;11;-1;2,2;0;0;0;0;0,555556;-4;0;0
1869;0;0;0;-1;40000;0;0;1;0,777778;-2;0;0
1870;0;0;0;0;238740;0;0;1;1,285714;2;0;0
1871;0;0;0,04852;1;107585;0;0;0;1,076923;1;0;0
1872;0;0;0;0;780791;0;0;0;0,875;-1;0;0
1873;0;4;0,021816;0,277778;588105;0;0;1;1,214286;3;0;0
1874;0;0;0;-1;126000;0;0;0;1,6;6;0;0
1875;0;0;0;-1;150000;0;0;0;1,307692;4;0;0
1876;0;0;-1;0;0;0;0;0;1;0;0;0
1877;0;0;0;0,125;171000;0;0;0;1;0;0;0
1878;0;0;0;0,266667;1421827;0;0;1;2;10;0;0
1879;1;1;0,1742;1;5000;-4;0;0;0,85;-3;0;0
1880;1;4;-1;1;0;0;5;0;1;0;0;0
1881;0;0;0,056895;0,666667;47034;0;0;0;1;0;0;0
1882;0;0;0;0,055556;1087083;0;0;1;2,714286;12;0;0
1883;0;0;0;0;373086;0;0;1;4;15;0;0
1884;0;0;-1;0;0;0;0;0;3,2;11;0;0
1885;0;0;0;0;66000;0;0;1;4;15;0;0
1886;0;0;0;0;59458;0;0;0;0,916667;-1;0;0
1887;0;0;0;0;48239;0;0;1;1,777778;7;0;0
1888;1;0;-1;0;0;0;0;0;1,153846;2;0;0
1889;0;0;0;0;528490;0;0;1;2,857143;13;0;0
1890;0;1;0,085106;0,088235;470047;0;0;1;0,5;-7;0;0
1891;0;0;0;0;177267;0;0;0;1,8;4;0;0
1892;0;0;0;0;872060;0;0;0;1;0;0;0
1893;0;0;0;0,05;633250;0;0;1;1,538462;7;0;0
1894;1;0;0;0;10000;0;0;1;1,222222;2;0;0
1895;0;0;0,013176;0,8;210000;0;0;1;1;0;0;0
1896;0;0;1,805667;-1;3000;0;0;0;1,666667;4;0;0
1897;0;0;0;0;118000;0;0;1;1,4;2;0;0
1898;1;0;0;0;3000;0;0;0;1,4;2;0;0
1899;1;0;0;0;12000;0;1;0;1,333333;5;0;0
1900;0;0;0;0,133333;610786;0;0;1;1,666667;6;0;0
1901;0;0;0;0;3000;0;1;0;1,25;4;0;0
1902;0;0;0;0;68839;0;0;1;1,538462;7;0;0
1903;0;1;0,015382;0,153846;1415000;1;0;0;1;0;0;0
1904;1;3;0;0,375;39000;0;0;0;4;15;0;0
1905;0;0;-1;0;0;0;3;0;1;0;0;0
1906;0;0;0;0;1917551;0;0;1;1;0;0;0
1907;0;0;0;-1;613778;0;0;0;1;0;0;0
1908;0;0;0,230432;0;44000;0;0;1;0,647059;-6;0;0
1909;1;2;0,033933;0,190476;672700;0;0;1;1,076923;1;0;0
1910;0;0;0;0;13000;0;0;1;1,5;5;0;0
1911;0;0;-1;0;0;0;2;0;0,928571;-1;0;0
1912;1;2;7,5175;0,285714;4000;1;0;0;1;0;0;0
1913;1;0;0;0,066667;374381;0;0;0;0,933333;-1;0;0
1914;0;0;0;0,5;516280;1;0;0;1;0;0;0
1915;0;0;0;0;920000;0;0;0;1,538462;7;0;0
1916;1;0;0;0;180555;0;0;0;0,933333;-1;0;0
1917;0;0;0;0,2;896252;0;0;1;0,5;-8;0;0
1918;1;1;-1;1;0;1;1;1;4;15;0;0
1919;0;0;0;0;1525017;0;0;1;1;0;0;0
1920;0;0;0;0;666774;0;0;0;1,133333;2;0;0
1921;1;0;0;0,111111;621254;0;0;0;1,833333;5;0;0
1922;1;3;0,056742;0,277778;855500;0;0;0;1;0;0;0
1923;0;0;0,42915;0,083333;80000;1;0;1;3,8;14;0;0
1924;1;0;0;0,833333;22000;0;0;0;0,35;-13;0;0
1925;0;0;0;0;28000;0;0;0;1;0;0;0
1926;0;0;0;0;460670;0;0;1;1,357143;5;0;0
1927;0;0;0;0;17000;0;0;0;2,6;8;0;0
1928;0;0;0;0;110000;0;0;1;1;0;0;0
1929;1;0;0;-1;291000;0;0;0;1;0;0;0
1930;0;0;0;0;253792;0;0;1;1;0;0;0
1931;0;0;-1;0;0;0;0;0;1,428571;6;0;0
1932;0;0;0,002479;0,034483;1475099;1;0;1;1,666667;8;0;2
1933;0;0;-1;0;0;0;2;0;0,823529;-3;0;0
1934;0;0;0,014716;0,117647;532273;0;0;1;4;15;0;0
1935;0;0;-1;0;0;0;0;0;1;0;0;0
1936;0;0;0;0,166667;73300;0;0;1;1,625;5;0;0
1937;0;0;0;0,1;1038718;-1;0;1;1,384615;5;0;0
1938;0;0;0,003534;0,2;134965;0;0;0;1;0;0;0
1939;0;0;-1;-1;0;0;0;0;1;0;0;0
1940;1;2;0,005054;0,5;277201;0;0;0;1;0;0;0
1941;0;2;0,081666;0,090909;407280;1;0;1;0,866667;-2;0;0
1942;0;0;0;0;2831024;0;0;1;1,461538;6;0;0
1943;0;0;0;0,1;102100;0;0;1;1;0;0;0
1944;0;0;0;0;5000;0;1;1;1;0;0;0
1945;0;0;0,037496;0,461538;442504;0;0;1;1;0;0;0
1946;0;0;0;0;265950;0;0;1;2,4;7;0;0
1947;0;0;0;0;4000;0;1;0;0,357143;-9;0;0
1948;0;0;0,035333;0,1;27000;1;0;0;1,333333;5;0;0
1949;1;0;0;0;56000;0;2;0;0,642857;-5;0;0
1950;0;0;0;0;197689;0;0;1;1;0;0;0
1951;0;0;0;0;120000;0;0;1;2,4;7;0;0
1952;1;1;0,050769;0,25;52000;1;0;0;2,222222;11;0;0
1953;0;0;0,000249;0;72360;0;0;1;1,333333;5;0;0
1954;0;0;0,002737;0;30330;0;0;1;0,714286;-2;0;0
1955;0;0;0;0;2670375;0;0;1;1,666667;8;0;0
1956;0;0;0;0,1;439037;0;0;1;1;0;0;0
1957;0;0;-1;-1;0;0;0;0;1,538462;7;0;0
1958;0;0;0,006641;0;2150362;0;0;1;1,4;4;0;0
1959;0;0;0;0;1254000;0;0;0;1,538462;7;0;0
1960;0;0;0;0;1166818;0;0;0;1;0;0;0
1961;0;2;0,059381;0,47619;1412363;0;0;1;1;0;0;0
1962;1;1;0,098747;0,25;42685;1;0;1;1;0;0;0
1963;0;0;0,078891;0,285714;156000;0;0;0;1;0;0;0
1964;0;0;0;0;502768;0;0;1;1,25;4;0;0
1965;0;0;0,018775;0;289804;0;0;1;1;0;0;0
1966;0;0;0;0;1265000;0;0;0;1;0;0;0
1967;0;0;0;0;272500;0;0;0;1;0;0;0
1968;1;1;0;1;4000;0;0;0;1;0;0;0
1969;1;0;0;0;35000;0;0;0;1,333333;5;0;0
1970;0;0;0;0;16759;0;0;0;1,428571;6;0;0
1971;1;1;0,000165;0,5;605000;1;0;0;1;0;0;0
1972;0;0;0,000158;0;195950;0;0;1;2;8;0;0
1973;0;0;-1;0;0;0;1;0;1,3;3;0;0
1974;0;0;0;0;12210;0;0;1;2,714286;12;0;0
1975;0;0;0;0,2;333000;0;0;1;3;10;0;0
1976;0;0;0;0,1;93737;1;1;0;1;0;0;0
1977;1;1;0;0,5;5000;0;2;0;0,45;-11;0;0
1978;0;0;0;0;84197;0;0;1;4;15;0;0
1979;0;0;-1;0;0;0;0;0;1;0;0;0
1980;0;0;0;0,125;316340;0;0;0;1;0;0;0
1981;0;0;0;-1;21751;0;0;0;4;15;0;0
1982;0;0;0;0;4000;0;1;0;0,611111;-7;0;0
1983;0;0;0;0;683545;0;0;0;2,5;12;0;0
1984;0;0;0;0;198151;0;0;1;1;0;0;0
1985;0;0;0;0,444444;828594;0;0;1;1,6;3;0;0
1986;0;0;0,000125;0;975288;1;0;0;0,384615;-8;0;0
1987;0;0;0;0;352000;0;0;0;0,7;-6;0;0
1988;1;1;-1;1;0;0;4;0;1;0;0;0
1989;0;0;0;0;4000;0;0;0;0,384615;-8;0;0
1990;0;0;0;0;24400;0;0;0;1,428571;6;0;0
1991;1;0;0;0,25;110000;0;0;1;1,2;1;0;0
1992;0;0;0;0;464000;0;0;1;1;0;0;0
1993;0;0;0;0,363636;1110834;0;-12;0;1;0;1;0
1994;0;0;0;0;239000;0;0;1;2,142857;8;0;0
1995;0;0;0;0;74265;0;0;1;2;5;0;0
1996;0;0;0;0,1;20000;0;0;1;1;0;0;0
1997;0;0;0,014413;0;318802;0;0;1;0,769231;-3;0;0
1998;1;0;0;-1;390000;0;0;1;1;0;0;0
1999;0;0;0;0,333333;774944;0;0;1;1;0;0;0
2000;0;0;0,053333;0,25;371947;0;0;1;2;5;0;0
2001;0;0;0;0,052632;608660;0;0;1;0,714286;-4;0;0
2002;0;0;0;0;43000;0;0;0;1,818182;9;0;0
2003;0;0;0;0,181818;399460;0;0;0;0,75;-5;0;0
2004;0;0;0;0,117647;1729570;0;0;0;1,818182;9;0;0
2005;0;0;0;0,285714;175976;0;0;0;0,95;-1;0;0
2006;0;0;0;0;249866;0;0;1;1,333333;5;0;0
2007;0;2;0,029445;1,133333;221500;0;0;0;0,25;-15;0;0
2008;0;0;0;0;313000;0;0;1;1,538462;7;0;0
2009;0;0;0;1;12000;0;0;1;1;0;0;0
2010;0;0;0;0;27000;0;0;0;1,538462;7;0;0
2011;0;0;0,003729;0,222222;831289;0;0;1;1,230769;3;0;0
2012;0;0;0;0;683763;0;0;1;1;0;0;0
2013;0;0;0;0;2284100;0;0;0;1;0;0;0
2014;0;0;0;0;4870750;0;0;1;1,230769;3;0;0
2015;0;0;0;0;16361;0;0;1;3,2;11;0;0
2016;0;0;0;0;257000;0;0;1;0,5;-5;0;0
2017;1;1;-1;1;0;1;1;0;0,357143;-9;0;0
2018;0;0;0;0;362500;0;0;1;0,6;-4;0;0
2019;1;0;0;0;85963;0;0;0;0,384615;-8;0;0
2020;0;0;0;0;197705;0;0;1;1,071429;1;0;0
2021;1;3;0,122326;1,4;129000;0;0;0;2,5;9;0;0
2022;0;0;0;0;55000;0;0;1;1;0;0;0
2023;0;0;0,022445;0,2;327600;0;0;1;2;6;0;0
2024;0;0;0;0;1322000;0;0;1;1,428571;6;0;0
2025;0;0;0;0,074074;246250;0;0;0;1,25;3;0;0
2026;0;1;0,012709;0,153846;1180302;1;0;1;1;0;0;0
2027;0;0;0;0;204500;0;0;0;1,076923;1;0;0
2028;0;0;0;0,3;1332042;0;0;0;1;0;0;0
2029;0;0;0;0,058824;254750;0;0;0;0,8;-4;0;0
2030;0;0;0;0;2000;0;1;0;1,818182;9;0;0
2031;0;3;0,014755;0,571429;507500;0;0;1;0,5;-10;0;0
2032;0;0;-1;0;0;0;0;1;2,2;6;0;0
2033;0;0;0,004667;0;1425629;0;0;1;1,052632;1;0;0
2034;0;0;0;0,25;272122;0;0;1;1,538462;7;0;0
2035;1;0;0;0,12;381011;-1;0;1;1,2;1;0;0
2036;0;0;0;0,1;281400;0;0;1;4;15;0;0
2037;0;0;0;0;103188;0;0;0;1;0;0;0
2038;1;0;-1;0;0;0;0;1;2;7;0;0
2039;0;0;0;0;231362;0;0;0;2,25;10;0;0
2040;0;0;0;0;5001;0;0;1;1,555556;5;0;0
2041;0;0;0,018646;0,5;633697;0;0;1;1;0;0;0
2042;1;0;2,415552;0,266667;7922;0;0;1;1,4;2;0;0
2043;0;-1;0;0,153846;234000;0;0;1;1;0;0;0
2044;0;0;0;0;769103;0;0;0;1;0;0;0
2045;0;0;0;0,071429;382200;-1;0;0;1,133333;2;0;0
2046;0;0;0;0;21000;0;0;1;0,35;-13;0;1
2047;0;1;0,154337;0,076923;86000;1;0;1;1;0;0;0
2048;0;0;0;0;3667091;0;0;1;1;0;0;0
2049;1;2;0,014985;0,142857;1603025;0;0;1;1;0;0;0
2050;0;0;0;0,666667;2622533;0;0;0;1,4;4;0;0
2051;1;6;0,157923;0,8125;313000;0;0;0;1;0;0;0
2052;1;3;0,086192;0,363636;344000;0;0;1;1;0;0;0
2053;0;0;0;0;3000;0;1;0;0,8;-3;0;0
2054;0;0;0;0;750000;0;0;1;0,5;-5;0;0
2055;1;0;0;0;115296;0;0;1;0,727273;-3;0;0
2056;1;2;0,041235;0,384615;861820;0;0;1;1;0;0;0
2057;0;0;0;0;45000;0;0;0;0,928571;-1;0;0
2058;0;0;-1;0;0;0;0;0;1,428571;3;0;0
2059;0;0;0,160561;0,333333;41000;0;0;1;1;0;0;0
2060;1;2;0,006795;0,5;700260;1;0;0;2;10;0;0
2061;0;0;-1;0;0;0;0;1;1;0;0;0
2062;1;0;0;0,75;664825;0;0;0;1;0;0;0
2063;0;0;0;0;2313353;0;0;0;1,538462;7;0;0
2064;0;0;0;0,181818;1918857;0;0;0;1;0;0;0
2065;0;0;0;0;86941;0;0;1;3,2;11;0;0
2066;0;0;0;0;1274945;0;0;1;0,5;-5;0;2
2067;0;1;0,0244;0,083333;143932;1;0;0;1,428571;6;0;0
2068;0;0;0;0,235294;1026281;0;0;1;0,714286;-4;0;0
2069;0;0;0;0;5000;0;1;0;0,333333;-10;0;0
2070;0;0;0,039139;0,210526;303000;0;0;0;1;0;0;0
2071;0;0;-1;0;0;0;2;0;0,705882;-5;0;0
2072;0;0;0,000548;0;934569;0;0;1;1;0;0;0
2073;0;0;0;0;148650;0;0;1;1;0;0;0
2074;0;0;0;0;65049;0;0;0;3;10;0;0
2075;0;0;0;0,047619;34000;0;0;0;1;0;0;0
2076;0;0;0;0,25;125000;0;0;0;1,428571;6;0;0
2077;0;0;0,000421;0;377995;1;0;1;1;0;0;0
2078;0;0;0;0;1035402;0;0;1;1,076923;1;0;0
2079;0;0;0;0;163725;0;0;0;0,5;-10;0;0
2080;0;1;0,007013;0,866667;827059;0;0;1;1,8;8;0;0
2081;1;1;0,016033;0,111111;336800;1;0;0;1;0;0;0
2082;1;0;0;0,263158;1349100;0;0;1;2,111111;10;0;0
2083;0;0;0;0,0625;613824;0;0;1;1;0;0;0
2084;1;2;0,045103;0,166667;402860;0;0;0;1;0;0;0
2085;1;0;0;0;188842;0;0;1;2;10;0;0
2086;0;1;0,042712;0,4;388112;1;-6;1;0,8;-2;0;0
2087;0;0;0;0;313000;0;0;1;1,4;4;0;0
2088;1;0;0,219047;1,857143;169000;0;0;0;1,076923;1;0;0
2089;0;0;0;0;200280;0;0;1;1,538462;7;0;0
2090;1;8;0,385243;0,611111;55500;0;0;1;1;0;0;0
2091;0;0;-1;0;0;0;0;0;1,428571;6;0;0
2092;0;0;0,021227;0,214286;467750;0;0;0;1;0;0;0
2093;1;0;0;0;691239;0;0;0;1,818182;9;0;0
2094;1;0;0,021224;0,083333;448174;0;0;1;1;0;0;0
2095;0;0;-1;0;0;0;4;1;1,333333;5;0;0
2096;0;0;0;0;248000;0;0;1;0,866667;-2;0;0
2097;0;0;0;0;753000;0;0;0;0,5;-5;0;1
2098;0;0;0;0;199773;0;0;1;1,428571;6;0;0
2099;0;0;0;0;262920;0;0;1;1;0;0;0
2100;1;0;0,021748;0,285714;1400426;0;0;1;1;0;0;0
2101;1;1;0;0,2;143000;0;0;0;1;0;0;0
2102;0;1;0,017088;0,103448;1868320;0;0;0;1;0;0;0
2103;1;0;-1;0;0;0;2;0;0,833333;-3;0;0
2104;0;0;0;0;138000;0;0;0;1;0;0;0
2105;0;0;0;0;718500;0;0;1;1;0;0;0
2106;1;2;0;0,296296;279347;0;0;0;1;0;0;0
2107;0;0;0;0,125;1266138;0;0;0;1,066667;1;0;0
2108;1;1;-1;1;0;1;1;0;1,111111;1;0;0
2109;1;0;0;0,6;17493;0;0;1;1,444444;4;0;0
2110;0;0;0;0;118500;0;0;1;2,5;9;0;0
2111;0;0;0,128115;0;269000;0;0;0;0,733333;-4;0;0
2112;0;0;-1;0;0;0;2;1;2;6;0;0
2113;0;0;0;0;577475;0;0;1;2;10;0;0
2114;0;0;0;0;158328;0;0;1;1,428571;6;0;0
2115;0;1;0,001101;0,2;43600;1;0;0;2;10;0;0
2116;0;0;0;0;179000;0;0;1;1;0;0;0
2117;0;0;0,083771;0,6;345120;0;0;1;1,142857;1;0;0
2118;0;0;0;0;92090;0;0;1;1;0;0;0
2119;0;0;0;0,333333;1818136;0;0;1;1,25;4;0;0
2120;0;-1;0;0,166667;482380;0;0;1;1,428571;6;0;0
2121;0;0;0;0;1082000;0;0;1;1;0;0;0
2122;0;0;0;0,294118;1354521;1;0;1;1;0;0;0
2123;0;1;0,090435;0,090909;209465;0;0;0;1,176471;3;0;0
2124;0;0;0;0;17750;0;0;0;0,555556;-4;0;0
2125;0;2;0,150258;0,2;132000;1;0;0;1,428571;6;0;0
2126;0;1;0,204795;0,2;13555;1;0;1;1;0;0;0
2127;0;0;0;0;39000;0;0;1;3,6;13;0;0
2128;1;2;0;1;44555;-5;0;0;0,866667;-2;0;0
2129;0;0;0;0;173000;0;0;0;0,923077;-1;0;1
2130;0;3;0,172991;0,333333;169500;1;0;1;1;0;0;0
2131;0;0;0;0;3200000;0;0;1;1,25;4;0;0
2132;0;0;0;0;156057;0;0;1;1,090909;1;0;0
2133;0;0;-1;-1;0;0;0;0;1;0;0;0
2134;0;0;0;0;1155000;0;0;1;2,125;9;0;0
2135;1;0;0;0;18000;0;0;0;0,384615;-8;0;0
2136;0;0;0;0,083333;469822;0;0;1;1,142857;2;0;0
2137;0;0;0;0;7000;0;0;0;0,769231;-3;0;0
2138;0;0;0;0;146000;0;0;1;2;5;0;0
2139;1;1;0,113053;0,111111;446754;0;0;0;1;0;0;0
2140;0;0;0;0;150000;0;0;1;2;5;0;0
2141;0;0;1,1988;0,363636;20000;0;0;1;2;5;0;0
2142;0;0;0;0;1233260;0;0;1;1,538462;7;0;0
2143;0;0;0;0;846320;1;0;1;0,5;-5;0;0
2144;0;0;0,01786;-1;64614;0;0;0;1,076923;1;0;0
2145;0;0;0;0,066667;656150;0;0;1;1,818182;9;0;0
2146;0;0;0,000135;0,25;163500;0;0;0;1,538462;7;0;0
2147;0;0;0;0;8000;0;0;1;1,428571;6;0;0
2148;0;0;0;0;19469;0;1;0;1,5;4;0;0
2149;0;0;0;0,045455;301490;0;0;1;1;0;0;0
2150;0;0;0;0;150281;0;0;1;0,3125;-11;0;0
2151;0;0;0;0;77000;0;0;0;1,666667;8;0;0
2152;0;0;0;0,032258;54500;0;0;0;0,35;-13;0;0
2153;0;0;0;0;136500;0;0;1;3,333333;14;0;0
2154;0;0;0,0065;0;2000;0;0;1;1;0;0;0
2155;0;0;0;0,111111;494101;1;0;0;0,384615;-8;0;0
2156;0;0;0;0;229370;0;0;1;1,090909;1;0;0
2157;1;7;-1;1,4;0;0;0;1;0,333333;-10;0;0
2158;1;-1;0,000125;0;8000;0;0;0;1,461538;6;0;0
2159;0;0;0;0;200000;0;0;1;2,4;7;0;0
2160;1;1;0;0,2;2500;1;0;0;1,818182;9;0;0
2161;0;0;0;0;503431;0;0;1;0,857143;-1;0;0
2162;0;0;0;0;604881;0;0;1;2,5;12;0;0
2163;1;0;0,009387;0;124000;0;0;0;1,071429;1;0;0
2164;0;0;0,000315;0,5;2021555;1;0;1;2;5;0;0
2165;0;0;0,000384;0,1875;865143;0;0;1;1,153846;2;0;0
2166;0;0;0;0;860000;0;0;1;2,857143;13;0;0
2167;0;0;0,001684;0,4;434000;0;0;1;1,111111;1;0;0
2168;0;0;0;0;12000;0;0;0;1,153846;2;0;0
2169;0;0;0,003878;0,153846;517596;1;0;0;1;0;0;0
2170;1;0;-1;0;0;0;0;1;3;10;0;0
2171;0;0;0;0;71000;0;0;1;1,875;7;0;0
2172;0;0;0;0;176000;0;0;1;0,25;-15;0;0
2173;1;4;1,389145;0,181818;55000;1;0;1;0,923077;-1;0;0
2174;0;0;0;0;150000;0;0;0;1;0;0;0
2175;1;1;0,037798;0,055556;306232;0;0;1;0,45;-11;0;0
2176;1;2;0,445;0,133333;40000;1;0;1;2,4;7;0;1
2177;0;0;0;0;618012;1;0;0;1,052632;1;0;0
2178;1;6;0;0,75;594957;-1;0;0;1;0;0;0
2179;0;0;-1;-1;0;0;0;1;1,428571;3;0;0
2180;0;0;0,018842;0,125;572500;0;0;1;1,666667;8;0;0
2181;0;0;-1;0;0;0;0;0;1,538462;7;0;0
2182;0;0;0;0;11000;0;2;0;1,538462;7;0;0
2183;0;0;0;0;3142940;0;0;1;2;6;0;0
2184;0;0;0;0,0625;374460;0;0;1;1,5;5;0;0
2185;0;0;0,000554;0;135500;0;0;1;2,6;8;0;0
2186;0;0;0,004494;0;1779988;0;0;1;1,333333;5;0;0
2187;0;0;0;0;112500;0;0;1;2,4;7;0;0
2188;0;0;0;0,052632;67140;0;0;1;1;0;0;0
2189;1;0;0,000029;0,076923;272665;1;0;1;4;15;0;0
2190;0;0;0;0;23011;0;0;0;0,5;-7;0;0
2191;0;0;0;0;804000;0;0;0;1,052632;1;0;0
2192;0;0;0;0;179000;0;0;1;1,076923;1;0;0
2193;0;0;0;0;7000;0;0;1;1;0;0;0
2194;1;2;0,081527;1;104591;1;0;1;1;0;0;0
2195;0;0;0;0,333333;1163002;1;0;0;0,5;-5;0;0
2196;0;0;0;0;884510;0;0;1;2,666667;10;0;0
2197;0;0;0;-1;1900000;0;0;1;1,714286;5;0;0
2198;1;2;0;0,25;15000;0;0;1;2,428571;10;0;0
2199;0;0;0;0;30306;0;1;0;1,666667;8;0;0
2200;1;1;-1;0,125;0;1;0;0;0,777778;-2;0;0
2201;0;0;0;0;264000;0;0;0;1,375;3;0;0
2202;1;1;0,030493;0,5;89200;1;0;1;0,555556;-4;0;0
2203;1;0;0;0;228500;0;0;1;1,571429;4;0;0
2204;0;0;0;0;20500;0;0;0;1,363636;4;0;0
2205;0;0;0;-1;26000;0;0;0;1,153846;2;0;0
2206;0;0;0;0,166667;804490;0;0;1;1,153846;2;0;0
2207;0;0;0;0;671864;0;0;1;1;0;0;0
2208;1;1;0,010524;0,2;813000;0;0;1;0,823529;-3;0;0
2209;0;0;0;0;39587;0;0;1;2;5;0;0
2210;0;0;0;0,166667;1381503;-1;0;1;1;0;0;0
2211;0;0;0;0;19000;0;0;0;1,428571;6;0;0
2212;1;0;0;0;644302;0;0;1;3;10;0;0
2213;1;1;0,028867;0,166667;255000;1;1;0;1,153846;2;0;0
2214;0;0;0,105667;0;99000;1;0;1;0,692308;-4;0;0
2215;0;0;0;0;840501;0;0;1;1;0;0;0
2216;0;0;-1;-1;0;0;0;1;1,666667;4;0;0
2217;0;0;0;0;1180365;0;0;0;1,052632;1;0;0
2218;1;2;0,220806;0,75;75632;0;0;0;1,555556;5;0;0
2219;1;1;0,02266;0,166667;463367;1;0;0;1;0;0;0
2220;1;1;0,006086;0,5;700000;1;0;1;1,428571;3;0;0
2221;0;0;0;0,076923;764201;0;0;0;1;0;0;0
2222;0;0;0,001268;0;516688;-1;0;0;1,428571;6;0;0
2223;0;0;0;0;1418120;0;0;1;1;0;0;0
2224;0;0;0;-1;34000;0;0;1;1;0;0;0
2225;0;0;-1;1;0;0;0;1;2,6;8;0;0
2226;0;0;0;0;127000;0;0;0;1;0;0;0
2227;0;0;-1;0;0;0;0;1;1;0;0;0
2228;0;0;0;0;165000;0;0;1;2,333333;8;0;0
2229;0;0;0;0;137797;0;0;1;2;5;0;0
2230;0;0;0;0,111111;7000;0;0;0;0,8;-2;0;0
2231;0;0;0;0;519980;0;0;1;1,538462;7;0;0
2232;1;0;0;0;8500;0;0;1;1,333333;3;0;0
2233;0;0;0;0;82189;0;0;0;1,538462;7;0;0
2234;0;0;0;-1;98200;0;0;1;2,4;7;0;0
2235;0;0;0;0;100000;0;0;1;0,4;-12;0;0
2236;0;0;0;0;327787;1;0;1;1;0;0;0
2237;0;0;0,080619;0,153846;146616;0;0;0;1,428571;6;0;0
2238;0;0;0;0;133165;0;0;1;1;0;0;0
2239;1;0;0;0;1303217;0;0;1;0,769231;-3;0;0
2240;0;0;0;0;200000;0;0;1;1,2;2;0;0
2241;0;0;-1;0;0;0;0;0;0,777778;-4;0;0
2242;1;6;0,954797;1,181818;50970;0;0;0;1,083333;1;0;0
2243;0;0;0,005166;0;948000;1;0;0;1;0;0;0
2244;0;0;0;0;338155;0;0;0;1,625;5;0;0
